Nr.;SM Nr.;Fund Nr.;Gefäss Nr.;Masken Nr.;Kartonage Nr.;Grab;Umgebung;Areal;Raum;Abhub;Schnitt/Quadrant;Position/Befund;Befund Vergesellschaftung;Befund Kommentar;Material;Material Zusatz;Objekttyp;Objekttyp Zusatz;Dekoration;Objektbeschreibung;Aufschrift;Datierung 1;Datierung 2;Höhe (cm);Breite (cm);Tiefe (cm);Durchmesser 1 (cm), rim;Durchmesser 2 (cm), body;Brandspuren;Feuchtigkeit;Zeichnung
;40C_Kart_004-A_FK065;;;1;;40;;;C;1;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the upper part of the mask, bearing trace of the head-band and of the striped wig. Dekoration: Blue and yellow stripes, polychrome floral head-band. Burn marks: blackened interior side.;;Neues Reich;18 D;10.1;9.3;;;;Verrusst;;
;40C_Kart_004-A_FK050;;;1;;40;;;C;1;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the mask front side, trace of the broad collar. Dekoration: Outer band of the polycrome collar made of drop-shaped beads.;;Neues Reich;18 D;2.5;4.2;;;;;;
;40C_Kart_004-094_FK064;;;1;;40;;;C;1;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;6.3;6.8;;;;;;
;40C_Kart_005-004_FK042;;;1;;40;;;C;2;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;7.7;6.2;;;;Verrusst;;
;40C_Kart_005-020;;;1;;40;;;C;2;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the upper part of the mask, part of the wig and of the head-band. Dekoration: Blue and yellow stripes, polychrome floral head-band.;;Neues Reich;18 D;7.3;6.5;;;;;;
;40C_Kart_005-021;;;1;;40;;;C;2;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes. Burn marks: blackened interior and exterior side.;;Neues Reich;18 D;11.6;11.5;;;;Verrusst;;
;40C_Kart_005-023;;;1;;40;;;C;1;SIII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;3.4;6.8;;;;;;
;40C_Kart_006-002_FK005;;;1;;40;;;C;1;SIII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask18th Dynasty. Dekoration: Yellow neck, blue and yellow stripes of the right lappet of the wig, polychrome collar . Burn marks: some scorch marks on the exterior side.;;Neues Reich;18 D;22;16;;;;Geschmolzen;;
;40C_Kart_006-054;;;1;;40;;;C;1;SIII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes. Burn marks: blackened interior and exterior side.;;Neues Reich;18 D;4.9;6.1;;;;Verrusst;;
;40C_Kart_007-A;;;1;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the broad collar. Dekoration: Outer band of the collar consisting of drop-shaped beads.;;Neues Reich;18 D;2.3;6.1;;;;;;
;40C_Kart_007-B ;;;1;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, part of the wig. Dekoration: Blue and yellow stripes of the left lappet of the wig. Burn marks: blackened exterior side.;;Neues Reich;18 D;6.5;4.5;;;;Verrusst;;
;40C_Kart_007-005;;;1;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, part of the face. Dekoration: Yellow painted outer surface.;;Neues Reich;18 D;5.8;4.5;;;;;;
;40C_Kart_007-006;;;1;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, part of the face. Dekoration: Yellow painted outer surface, mouth and part of the nose. Burn marks: some  scorch marks on the exterior side.;;Neues Reich;18 D;6.6;7.4;;;;Geschmolzen;;
;40C_Kart_007-534 ;;;1;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes. Burn marks: blackened exterior side .;;Neues Reich;18 D;4.3;4.7;;;;Verrusst;;
;40C_Kart_007-G;;;1;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes. Burn marks: blackened exterior side.;;Neues Reich;18 D;4;4.1;;;;Verrusst;;
;40C_Kart_007-041;;;1;;40;;;C;1;SIV ;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig, part of the head-band. Dekoration: Blue and yellow stripes, polychrome floral head-band.;;Neues Reich;18 D;6.2;7.4;;;;;;
;40C_Kart_008-009 ;;;1;;40;;;C;;;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;4.1;6.3;;;;;;
;40C_Kart_008-017;;;1;;40;;;C;;;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig, part of the head-band. Dekoration: Blue and yellow stripes, polychrome floral head-band. Burn marks: blackened exterior side.;;Neues Reich;18 D;4.2;4.8;;;;Verrusst;;
;40D_Kart_001_FK097-T017;;;1;;40;;;D;1;A1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the upper part of the mask, trace of the head-band. Dekoration: Polychrome floral head-band.;;Neues Reich;18 D;2.1;4;;;;;;
;40D_Kart_001-005;;;1;;40;;;D;1;A1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig, part of the head-band. Dekoration: Blue and yellow stripes, polychrome floral head-band. Burn marks: blackened interior side.;;Neues Reich;18 D;7.8;8.3;;;;Verrusst;;
;40D_Kart_001-007 ;;;1;;40;;;D;1;A1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;11;8.3;;;;Verrusst;;
;40D_Kart_003-A_FK054;;;1;;40;;;D;1;A3;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the upper part of the mask, trace of the head-band. Dekoration: Polychrome floral head-band.;;Neues Reich;18 D;3;3.8;;;;;;
;40D_Kart_003-B-FK054;;;1;;40;;;D;1;A3;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;3.8;4;;;;Verrusst;;
;40C-D_Kart_001-001;;;1;;40;;;D;1;B1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig, part of the head-band. Dekoration: Blue and yellow stripes, polychrome floral head-band.;;Neues Reich;18 D;6.5;8.3;;;;;;
;40D_Kart_004-001;;;1;;40;;;D;1;B1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;6.1;5.6;;;;;;
;40D_Kart_004-005-FK061;;;1;;40;;;D;1;B1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig, part of the head-band. Dekoration: Blue and yellow stripes, polychrome floral head-band.;;Neues Reich;18 D;6.3;4.5;;;;;;
;40D_Kart_007-007-FK055;;;1;;40;;;D;1;B3;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes. Burn marks: lightly blackened interior side.;;Neues Reich;18 D;4.4;4.8;;;;Verrusst;;
;40D_Kart_007-008;;;1;;40;;;D;1;B3;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;15.3;8.3;;;;Verrusst;;
;40E_Kart_013-057_FK105-T025;;;1;;40;;;E;1;F1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the mask back side, part of wig.  Dekoration: Blue and yellow stripes of the bottom section of the wig. Burn marks: lightly blackened interior side.;;Neues Reich;18 D;9.3;7.1;;;;Verrusst;;
;40E_Kart_014-145;;;1;;40;;;E;1;F2;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig, part of the head-band. Dekoration: Blue and yellow stripes, polychrome floral head-band. Burn marks: blackened interior and exterior side.;;Neues Reich;18 D;4;6.9;;;;Verrusst;;
;40E_Kart_014-147;;;1;;40;;;E;1;F2;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes. Burn marks: blackened interior and exterior side.;;Neues Reich;18 D;5.6;8.9;;;;Verrusst;;
;40E_Kart_015_cat1_32;;;1;;40;;;E;1;F3;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the upper part of the mask, part of the head-band. Dekoration: Polychrome floral head-band.;;Neues Reich;18 D;2.1;0.7;;;;;;
;40E_Kart_015-037_FK089-T009  ;;;1;;40;;;E;1;F3;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;6;4.7;;;;Verrusst;;
;40C_Kart_004-051;;;2;;40;;;C;1;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;2.8;3.3;;;;;;
;40C_Kart_004-052;;;2;;40;;;C;1;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the mask left, front side, part of the wig and of the collar. Dekoration: Blue and yellow stripes of the wig, outer band of the collar consisting of a lotus petal garland.;;Neues Reich;18 D;12.5;6;;;;;;
;40C_Kart_006_cat2_3;;;2;;40;;;C ;1;SIII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;5.6;3.3;;;;;;
;40C_Kart_006-058;;;2;;40;;;C;1;SIII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;1.7;2.6;;;;;;
;40C-D_Kart_001_cat2_5;;;2;;40;;;C-D;1;;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;2.3;1.5;;;;;;
;40C-D_Kart_001-003_FK115-T035;;;2;;40;;;C-D;;;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;6.8;4.7;;;;;;
;40D_Kart_004-003;;;2;;40;;;D;1;B1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes. Burn marks: lightly blackened exterior side.;;Neues Reich;18 D;3.8;2.4;;;;Verrusst;;
;40D_Kart_004-004;;;2;;40;;;D;1;B1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the mask right front side, part of the wig and of the collar. Dekoration: Blue and yellow stripes of the wig, outer band of the collar consisting of a lotus petal garland. Burn marks: a few scorch marks, blackened linen layers around the edges.;;Neues Reich;18 D;9;4.5;;;;Verbrannt;;
;40C_Kart_004-097_FK064;;;3;;40;;;C;1;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes. Burn marks: lightly blackened interior side.;;Neues Reich;18 D;6.7;5;;;;Verrusst;;
;40C_Kart_004-098_FK064;;;3;;40;;;C;1;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the collar. Dekoration: Outer band of the collar consisting of a lotus petal garland. Burn marks: lightly blackened exterior and interior side.;;Neues Reich;18 D;2.5;11;;;;Verrusst;;
;40D_Kart_001-001;;;3;;40;;;C;1;A1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the right, front side of the mask.  Dekoration: Blue and yellow stripes of the wig collar composed of multiple polychrome bands and the outer band of the collar consisting of a lotus petal garland. Burn marks: lightly blackened exterior side.;;Neues Reich;18 D;12.7;11;;;;Verrusst;;
;40C_Kart_007-174;;;4;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the collar. Dekoration: Outer band of the collar composed of a band of drop-shaped beads. Burn marks: scorch marks on the exterior side, the black coating seems melted.;;Neues Reich;18 D;6.5;5.5;;;;Verbrannt& Geschmolzen;;
;40C_Kart_007-182;;;4;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the collar. Dekoration: Outer band of the collar composed of a band of drop-shaped beads. Burn marks: scorch marks on the exterior side, the black coating seems melted.;;Neues Reich;18 D;6.3;4.7;;;;Verbrannt& Geschmolzen;;
;40D_Kart_003-002;;;4;;40;;;D;1;A3;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the left, front side of the mask, trace of the collar and of the wig. Dekoration: Black and yellow stripes of the wig, upper part of the collar with terminal . Burn marks: lightly blackened interior side.;;Neues Reich;18 D;16.5;11.5;;;;Verrusst;;
;40D_Kart_007-002;;;4;;40;;;D;1;B3;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the left, front side of the mask, trace of the terminal of the collar.  Dekoration: Hawk-headed terminal.;;Neues Reich;18 D;2.8;2.4;;;;;;
;40D_Kart_007-009 ;;;4;;40;;;D;1;B3;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the left, front side of the mask, trace of the terminal of the collar.  Dekoration: Hawk-headed terminal, upper part of the collar.;;Neues Reich;18 D;8.8;5.4;;;;;;
;40E_Kart_015-038;;;4;;40;;;E;1;F3;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the  collar.  Dekoration: Outer band of the collar composed of a band of drop-shaped beads. Burn marks: scorch marks on the exterior side, the black coating seems melted.;;Neues Reich;18 D;6.8;6.3;;;;Verbrannt& Geschmolzen;;
;40E_Kart_013-038;;;5;;40;;;E;1;F1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage of difficult interpretation, likely from the head-dress.  Dekoration: Feathered pattern . Burn marks: scorch marks on the exterior and interior side, the black coating seems melted.;;Neues Reich;18 D;6;5.7;;;;Verbrannt& Geschmolzen;;
;40E_Kart_013-039;;;5;;40;;;E;1;F1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage of difficult interpretation, likely from the head-dress.  Dekoration: Feathered pattern. Burn marks: scorch marks on the exterior and interior side, the black coating seems melted.;;Neues Reich;18 D;8.8;5.5;;;;Verbrannt& Geschmolzen;;
;40E_Kart_013-040;;;5;;40;;;E;1;F1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage of difficult interpretation, likely from the head-dress.  Dekoration: Feathered pattern . Burn marks: the black coating seems melted on the exterior side.;;Neues Reich;18 D;4.4;4.2;;;;Geschmolzen;;
;64_Kartonage_006-1;;;5;;40;;;B;;;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage of difficult interpretation, likely from the head-dress.  Dekoration: Feathered pattern.;;Neues Reich;18 D;4.9;4;;;;;;
;64_Kartonage_006-2;;;5;;40;;;B;;;;;;Komposit;Kartonage;;;;;;Neues Reich;;9;14.1;;;;;;
;64_Kartonage_006-3;;;5;;40;;;B;;;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage of difficult interpretation, likely from the head-dress.  Dekoration: Feathered pattern.;;Neues Reich;18 D;3.5;3.7;;;;;;
;64_Kartonage_006-4;;;5;;40;;;B;;;;;;Komposit;Kartonage;;;;;;Neues Reich;;;;;;;;;
;40C_Kart_007-114;;;6;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the back side of the mask, trace of the wig.  Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;7.4;7.9;;;;;;
;40C_Kart_007-115;;;6;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the left, back side of the mask, trace of the wig.  Dekoration: Blue and yellow stripes. Burn marks: lightly blackened on the exterior side.;;Neues Reich;18 D;11.3;4.7;;;;Verrusst;;
;40C_Kart_007-116;;;6;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the broad collar.  Dekoration: Outer band of the collar consisting of a lotus petal garland. Burn marks: lightly blackened on the exterior side.;;Neues Reich;18 D;5;1.8;;;;Verrusst;;
;40C_Kart_007-117;;;6;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;2;2.4;;;;;;
;40C_Kart_007-118;;;6;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;3.6;2.5;;;;;;
;40C_Kart_007-119;;;6;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;2;2;;;;;;
;40C_Kart_007-120;;;6;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;4;2.4;;;;;;
;40C_Kart_007-121;;;6;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes. Burn marks: blackened on the exterior side.;;Neues Reich;18 D;2.9;3.4;;;;Verrusst;;
;40C_Kart_007-122;;;6;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;5.9;4.8;;;;;;
;40C_Kart_007-123;;;6;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;3.2;2.3;;;;;;
;40C_Kart_007-124;;;6;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the left, back side of the mask, trace of the wig.  Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;6;2.2;;;;;;
;40C_Kart_007-125;;;6;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;3.6;2.9;;;;;;
;40C_Kart_007-126;;;6;;40;;;C;1;SIV ;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;3.4;3;;;;;;
;40C_Kart_007-127;;;6;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;3.6;3.4;;;;;;
;40C_Kart_007-128;;;6;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;3.6;2.3;;;;;;
;40C_Kart_007-129;;;6;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;2.4;1.4;;;;;;
;40C_Kart_007-130;;;6;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;2.6;1.2;;;;;;
;40C_Kart_007-131;;;6;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;1;1.2;;;;;;
;40C_Kart_004-091_FK064;;;7;;40;;;C;1;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the back side of the mask, trace of the wig.  Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;5.6;8.3;;;;;;
;40C_Kart_004-095_FK064;;;7;;40;;;C;1;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the back side of the mask, trace of the wig.  Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;4.5;6;;;;;;
;40D_Kart_012-006_FK126-T046;;;7;;40;;;D;1;E2;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the back side of the mask, trace of the wig.  Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;4.9;5.3;;;;;;
;40D_Kart_013-004;;;7;;40;;;D;1;F1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the back side of the mask, trace of the wig.  Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;5.8;3.3;;;;;;
;40D_Kart_015_cat7_5;;;7;;40;;;D;1;G1;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the back side of the mask, trace of the wig.  Dekoration: Blue and yellow stripes.;;Neues Reich;18 D;3.5;3.5;;;;;;
;40C_Kart_004-049;;;8;;40;;;C;1;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the collar.  Dekoration: Outer band of the collar composed of a garland of lotus petals.;;Neues Reich;18 D;2.6;3.7;;;;;;
;40C_Kart_004-050;;;8;;40;;;C ;1;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the left, front side of the mask.  Dekoration: Wig lappet with blue and yellow stripes, part of the outer band of the collar composed of a garland of lotus petals.;;Neues Reich;18 D;5.8;6.8;;;;;;
;40C_Kart_005-028;;;8;;40;;;C;2;SII;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask.  Dekoration: Collar. Burn marks: scorch marks on the interior side, upon the gessoed layer.;;Neues Reich;18 D;2.4;3.4;;;;Verbrannt;;
;40C_Kart_007-074;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side, melted black coating on the exterior side.;;Neues Reich;18 D;7.6;4;;;;Verrusst& Geschmolzen;;
;40C_Kart_007-075;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the back side of the mask, trace of the wig.  Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;5.4;4.4;;;;Verrusst;;
;40C_Kart_007-076;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side).;;Neues Reich;18 D;4.7;6.1;;;;Verrusst;;
;40C_Kart_007-078;;;9;;40;;;C;1;SIV ;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior and exterior side.;;Neues Reich;18 D;4.9;4.4;;;;Verrusst;;
;40C_Kart_007-080;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;2.6;3.1;;;;Verrusst;;
;40C_Kart_007-081;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side, melted black coating on the exterior side.;;Neues Reich;18 D;3.8;2.5;;;;Verrusst& Geschmolzen;;
;40C_Kart_007-082;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior and exterior side.;;Neues Reich;18 D;8.2;4.4;;;;Verrusst;;
;40C_Kart_007-083;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side, melted black coating on the exterior side.;;Neues Reich;18 D;8.5;4.5;;;;Verrusst& Geschmolzen;;
;40C_Kart_007-084;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side, melted black coating on the exterior side.;;Neues Reich;18 D;6.3;4;;;;Verrusst& Geschmolzen;;
;40C_Kart_007-085;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the back side of the mask, trace of the wig.  Dekoration: Black and yellow stripes. Burn marks: blackened interior side.;;Neues Reich;18 D;3.9;3.4;;;;Verrusst;;
;40C_Kart_007-087;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the wig. Dekoration: Black and yellow stripes. Burn marks: blackened interior side, melted black coating on the exterior side.;;Neues Reich;18 D;4.1;3.4;;;;Verrusst& Geschmolzen;;
;40C_Kart_007-194;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the collar.  Dekoration: Polychrome, multiple bands and outer band composed of drop-shaped beads. Burn marks: blackened interior side.;;Neues Reich;18 D;6.4;5.5;;;;Verrusst;;
;40C_Kart_007-195;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the collar.  Dekoration: Outer band composed of drop-shaped beads. Burn marks: blackened interior side.;;Neues Reich;18 D;3.1;6;;;;Verrusst;;
;40C_Kart_007-196;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the collar.  Dekoration: Outer band composed of drop-shaped beads. Burn marks: blackened interior side.;;Neues Reich;18 D;3.6;4.1;;;;Verrusst;;
;40C_Kart_007-197;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the collar.  Dekoration: Polychrome, multiple bands. Burn marks: blackened interior side.;;Neues Reich;18 D;5.3;4.9;;;;Verrusst;;
;40C_Kart_007-198;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the collar.  Dekoration: Outer band composed of drop-shaped beads. Burn marks: blackened interior side.;;Neues Reich;18 D;3.3;4.1;;;;Verrusst;;
;40C_Kart_007-199;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, likely trace of the wig.  Dekoration: Black and yellow stripes?;;Neues Reich;18 D;4;2.1;;;;;;
;40C_Kart_007-200;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the collar.  Dekoration: Polychrome, multiple bands. Burn marks: blackened interior side.;;Neues Reich;18 D;3.2;3.6;;;;Verrusst;;
;40C_Kart_007-201;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, trace of the collar.  Dekoration: Polychrome, multiple bands.;;Neues Reich;18 D;2.6;2.2;;;;;;
;40C_Kart_007-202;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the front side of the mask, likely trace of the collar.  Dekoration: Polychrome, multiple bands? Burn marks: blackened interior side.;;Neues Reich;18 D;3.6;1.2;;;;Verrusst;;
;40C_Kart_007-203;;;9;;40;;;C;1;SIV;;;;Komposit;Kartonage;;;Bemalt;Fragment of cartonnage from the right, front side of the mask, trace of the collar.  Dekoration: Hawk-headed terminal of the collar. Burn marks: blackened interior side.;;Neues Reich;18 D;7.2;6.5;;;;Verrusst;;
